x,y,z,rx,ry,rz
7.920739109397757,-6.371795735475003,51.32849092138545,2.614317761504657,-0.21333330938329917,0.0021102476880872564
7.920739109397757,-6.371795735475003,51.32849092138545,2.614317761504657,-0.21333330938329917,0.0021102476880872564
4.9690148543262795,-5.334654270242509,45.708889879990345,2.592625300981199,-0.1729420854847976,-0.09103077689938406
4.9690148543262795,-5.334654270242509,45.708889879990345,2.592625300981199,-0.1729420854847976,-0.09103077689938406
4.086154371143031,-5.225155138434443,46.25695318152971,2.614164476605553,-0.1632104917841748,-0.09705446740510827
3.253099681406395,-5.025433943248805,46.73633095506028,2.6391376277446,-0.15147924146094296,-0.10581881629149628
2.3740210389570993,-4.785414221855202,46.013563067814104,2.678593119653825,-0.13492143960183278,-0.12018596742802332
0.8446539126419175,-4.458010448725072,46.807364075639754,2.671327861780047,-0.1408427972186377,-0.10614291757614622
0.8446539126419175,-4.458010448725072,46.807364075639754,2.671327861780047,-0.1408427972186377,-0.10614291757614622
0.05977725603834255,-4.950041176677609,54.63344272843429,2.837279105357273,-0.11359671120526736,-0.15044795132518435
-0.7622598955483906,-4.045501621272711,45.62065395031382,2.732994157862634,-0.10525634158778557,-0.12834603671685502
-2.4763567257921197,-4.552468899401135,53.769543525134004,2.8966098856884344,-0.05319441542317101,-0.24077646947101178
-3.1095198435545623,-4.524604995450136,53.43233993716611,2.9000720683697523,-0.034490488840692106,-0.2663361847478887
-3.6809979141546063,-4.503344831655959,53.261792455119476,2.9177284226397324,-0.004505513129385359,-0.3053915898528985
-4.199836617542873,-4.482133359730036,53.075903286550925,2.9324258370057597,0.012322409656293035,-0.33442573372913853
-4.620960409185147,-4.471554532878178,52.808024239363625,2.916536184522834,0.008420316316235105,-0.3010750128728945
-5.061856634835247,-4.443166559068178,52.86296629013091,2.940772618685027,0.016487038287236307,-0.32216748898380154
-5.957300463391653,-4.328776363533392,52.84453802033502,2.949207505004055,0.0033551010883152653,-0.2989267190068906
-5.957300463391653,-4.328776363533392,52.84453802033502,2.949207505004055,0.0033551010883152653,-0.2989267190068906
-6.459432932377372,-4.241887331719061,52.47355562108286,2.9318082279095856,0.01697875186490039,-0.3154737022899025
-7.013795276880441,-4.123400417412198,52.47370448088988,2.9539107470966095,0.016445106497067333,-0.2952173234398056
-7.582601625383853,-4.037911402723492,52.5146721178892,2.9553310986843977,0.018692519522340464,-0.3046675975597679
-8.149734913159332,-4.003178740941767,52.68129821466038,2.9637979800735423,0.03189558957035905,-0.3176243968663067
-8.681783483836169,-3.9124700744323273,52.53058664178445,2.950815524202395,0.030965637875859323,-0.3016681585709875
-9.88580747974118,-3.8806547731136236,52.674404355212076,2.952992518978063,0.02373420530810611,-0.34161490962893987
-9.88580747974118,-3.8806547731136236,52.674404355212076,2.952992518978063,0.02373420530810611,-0.34161490962893987
-11.228642494274444,-3.8860344295093703,52.95861738864948,2.952149518917229,0.008053269695508155,-0.35413478575465474
-11.228642494274444,-3.8860344295093703,52.95861738864948,2.952149518917229,0.008053269695508155,-0.35413478575465474
-12.491730314875838,-3.8857229413098846,53.102061846290866,2.951797260184372,-0.003358814446475608,-0.32175796497809095
-12.491730314875838,-3.8857229413098846,53.102061846290866,2.951797260184372,-0.003358814446475608,-0.32175796497809095
-13.631384846599946,-3.875455306454888,53.4009127380239,2.934960672481626,-0.02493117860324022,-0.3365390261257998
-13.631384846599946,-3.875455306454888,53.4009127380239,2.934960672481626,-0.02493117860324022,-0.3365390261257998
-14.123443519365614,-3.834200227641021,53.44902101518628,2.939852881278738,-0.0345760334287094,-0.3479866846711992
-14.622173795274284,-3.8405127707950406,53.45672167959497,2.9383913823122523,-0.03667585354249777,-0.34135137138069954
-15.162948220797691,-3.850503481988059,53.59197798414034,2.9448083802438236,-0.03604335802770821,-0.356120248189915
-16.026169023876143,-3.813247077226874,53.580008625463826,2.9393195873565516,-0.04524752823017243,-0.37433799537711565
-16.026169023876143,-3.813247077226874,53.580008625463826,2.9393195873565516,-0.04524752823017243,-0.37433799537711565
-16.549562623881613,-3.7542547206360126,53.981286347039884,2.9370076785255326,-0.06159760053778858,-0.35373818971848076
-16.90717125504962,-3.6919369171001857,53.84805354714588,2.955340293771962,-0.060025609608910166,-0.39319938871556476
-18.301302142467414,-3.4904812524616124,54.42380439166297,2.944112712402097,-0.09362994739454455,-0.39402481195920674
-18.301302142467414,-3.4904812524616124,54.42380439166297,2.944112712402097,-0.09362994739454455,-0.39402481195920674
-18.301302142467414,-3.4904812524616124,54.42380439166297,2.944112712402097,-0.09362994739454455,-0.39402481195920674
-18.301302142467414,-3.4904812524616124,54.42380439166297,2.944112712402097,-0.09362994739454455,-0.39402481195920674
-18.32392891846649,-3.417572899434489,53.889181480129686,2.94116043197186,-0.09151898776028354,-0.38274305238119666
-18.557553414721006,-3.3641934703799743,54.052088181473685,2.933416997598655,-0.09802428261632368,-0.37298018078261835
-18.83673605486059,-3.2654189250440036,54.44893140587974,2.9420751728754975,-0.10595423007152395,-0.4006783780078535
-19.01852874765656,-3.1908727667494508,54.32764270368754,2.9492178952982764,-0.10253396082100423,-0.38163666584125233
-19.01852874765656,-3.1908727667494508,54.32764270368754,2.9492178952982764,-0.10253396082100423,-0.38163666584125233
-19.112135973344387,-3.143421787542878,54.26135802759813,2.9426104739672225,-0.11406075232475174,-0.39278890054461474
-19.205869628322745,-3.1448656462651625,54.26851126521104,2.9431715274125048,-0.11421046264961432,-0.39188698810270384
-19.49348147079702,-3.076299387458771,54.6360826373498,2.936307555195102,-0.12725201176813886,-0.38694202111972914
-19.49348147079702,-3.076299387458771,54.6360826373498,2.936307555195102,-0.12725201176813886,-0.38694202111972914
-19.453382004321124,-3.057556225518171,54.38595539252568,2.949340083462278,-0.1170191343425257,-0.3960064361462009
-19.597495600080283,-3.0440934986773893,54.46553754623646,2.938273220277521,-0.11961379961626363,-0.4040261753499733
-19.597495600080283,-3.0440934986773893,54.46553754623646,2.938273220277521,-0.11961379961626363,-0.4040261753499733
-19.68248488463786,-3.07926199167722,54.65107216358613,2.9374461700704786,-0.12756080712501844,-0.3851263892210605
-19.73949261646385,-3.079925187097846,54.611087066343174,2.930877615966998,-0.12551959431731646,-0.39578731159890573
-19.83405595191557,-3.0823282658010434,54.74793015111586,2.943723074331946,-0.12976152836236213,-0.3905361193459265
-19.83405595191557,-3.0823282658010434,54.74793015111586,2.943723074331946,-0.12976152836236213,-0.3905361193459265
-19.785723835831384,-3.0470504311031137,54.479945639150635,2.9394032256051457,-0.11991557073680274,-0.40217119527572376
-19.785723835831384,-3.0470504311031137,54.479945639150635,2.9394032256051457,-0.11991557073680274,-0.40217119527572376
-19.910624544691604,-3.0339604181878843,54.70391223250193,2.9444978021259947,-0.129558654019148,-0.3945992143175119
-19.783014877774818,-2.9978749229475996,54.40262893062668,2.932476903579479,-0.1313281343526045,-0.413702954828561
-19.81987146826309,-2.9985465618154463,54.44786572946207,2.9395762354009007,-0.1335002620038078,-0.4024833745366083
-19.867717289313255,-3.0327246828877787,54.58505759458521,2.9315962738998294,-0.13926245617081134,-0.3951813875179857
-19.867717289313255,-3.0327246828877787,54.58505759458521,2.9315962738998294,-0.13926245617081134,-0.3951813875179857
-19.95945345196087,-3.068526078847058,54.84394310884557,2.936404759305509,-0.13537383963198196,-0.3871215720284203
-19.95945345196087,-3.068526078847058,54.84394310884557,2.936404759305509,-0.13537383963198196,-0.3871215720284203
-19.89140129767495,-3.0830792605222985,54.708873225398996,2.937108039673296,-0.12772910351855363,-0.4011084913186575
-19.89140129767495,-3.0830792605222985,54.708873225398996,2.937108039673296,-0.12772910351855363,-0.4011084913186575
-19.909237464411607,-3.0838735896883493,54.81595049319721,2.9454503626081627,-0.12884877483214627,-0.4085652177887685
-19.909237464411607,-3.0838735896883493,54.81595049319721,2.9454503626081627,-0.12884877483214627,-0.4085652177887685
-19.85321051248649,-3.0824288144358905,54.72960691595406,2.93986002384863,-0.12678013418161355,-0.40212537288354777
-20.008944850973858,-3.1043114785252772,55.159107633911695,2.9381107672706137,-0.14131181975416657,-0.4058786766209048
-19.881965839843605,-3.1169394088775304,54.886061695875824,2.935574885443378,-0.1355824908796457,-0.38309642136864513
-19.81079985410928,-3.1925216538206866,54.944397168821745,2.9276048868888886,-0.14037545962337508,-0.3822704584615471
-19.81079985410928,-3.1925216538206866,54.944397168821745,2.9276048868888886,-0.14037545962337508,-0.3822704584615471
-19.710815834377087,-3.283639785862661,54.91894360358169,2.9276333751599317,-0.13971487209296066,-0.3837515781887981
-19.546388909181946,-3.3216119060604035,54.7097164478322,2.915064912792736,-0.14819666416760652,-0.3914104791802724
-19.3543213786643,-3.5772969899466127,55.19071957533099,2.914283686011349,-0.14637518730777205,-0.4172700071678818
-19.3543213786643,-3.5772969899466127,55.19071957533099,2.914283686011349,-0.14637518730777205,-0.4172700071678818
-18.878674491726468,-4.00958842227846,55.651141975842144,2.9037340370652847,-0.14088711076140636,-0.390602551957864
-18.878674491726468,-4.00958842227846,55.651141975842144,2.9037340370652847,-0.14088711076140636,-0.390602551957864
-18.489845654643613,-4.310208499548639,55.89153085926327,2.898587716998755,-0.14003911006514283,-0.386574800205639
-17.77859785718708,-4.719135474389851,55.645908866327844,2.8876700425967443,-0.13545852358364202,-0.3846361495088282
-13.733854139183945,-7.943272961546939,55.77331324656279,2.719178868963086,-0.13189086757189014,-0.033083134309608686
-13.733854139183945,-7.943272961546939,55.77331324656279,2.719178868963086,-0.13189086757189014,-0.033083134309608686
-12.399031286053226,-8.6130070808471,55.032856768101176,2.650076604607236,-0.15333346378706736,0.059877063680342756
-11.223821365144703,-9.436740288302726,55.43947924825025,2.626258817950943,-0.1580074757698937,0.12215210024158109
-9.719635095801504,-10.070543226993369,54.81436482941475,2.560221695688436,-0.19782171338381854,0.20201892983394903
-6.202483568548516,-10.95190614175445,52.079346289213774,2.398105056748883,-0.2948055921298207,0.3254879136248565
-6.202483568548516,-10.95190614175445,52.079346289213774,2.398105056748883,-0.2948055921298207,0.3254879136248565
